% ---------------------------------- W RNING ----------------------------------------                     
% Some of the d t  th t you h ve obt ined from this U.S. Geologic l Survey d t b se                       
% m y not h ve received Director's    rov l.  ny such d t  v lues  re qu lified                           
%  s  rovision l  nd  re subject to revision.  rovision l d t   re rele sed on the                        
% condition th t neither the USGS nor the United St tes Government m y be held li ble                     
% for  ny d m ges resulting from its use.                                                                 
%                                                                                                         
%  ddition l info: htt s://hel .w terd t .usgs.gov/ olicies/ rovision l-d t -st tement                    
%                                                                                                         
% File-form t descri tion:  htt s://hel .w terd t .usgs.gov/f q/ bout-t b-delimited-out ut                
%  utom ted-retriev l info: htt s://hel .w terd t .usgs.gov/f q/ utom ted-retriev ls                      
%                                                                                                         
% Cont ct:   gs-w_su  ort_nwisweb@usgs.gov                                                                
% retrieved: 2020-03-26 16:02:43 EDT       (n dww02)                                                      
%                                                                                                         
% D t  for the following 1 site(s)  re cont ined in this file                                             
%    USGS 07374525 Mississi  i River  t Belle Ch sse, L                                                   
% -----------------------------------------------------------------------------------                     
%                                                                                                         
% D t   rovided for site 07374525                                                                         
%            TS     r meter     st tistic     Descri tion                                                 
%         61181       00065     00003     G ge height, feet (Me n)                                        
%         61182       00060     00003     Disch rge, cubic feet  er second (Me n)                         
%                                                                                                         
% D t -v lue qu lific tion codes included in this out ut:                                                 
%                                                                                                         
%           roved for  ublic tion --  rocessing  nd review com leted.                                     
%         rovision l d t  subject to revision.                                                            
%     e  V lue h s been estim ted.                                                                        
%                                                                                                         
% gency_cd	site_no	d tetime	61181_00065_00003	61181_00065_00003_cd	61182_00060_00003	61182_00060_00003_cd
%5s	15s	20d	14n	10s	14n	10s                                                                               
2009 02 09	9.72	 	411000	                                                              
2009 02 10	10.30	 	435000	                                                              
2009 02 11	10.45	 	459000	                                                              
2009 02 12	10.05	 	450000	                                                              
2009 02 13	9.95	 	440000	                                                              
2009 02 14	9.91	 	454000	                                                              
2009 02 15	10.03	 	465000	                                                              
2009 02 16	10.06	 	473000	                                                              
2009 02 17	10.08	 	462000	                                                              
2009 02 18	10.24	 	485000	                                                              
2009 02 19	10.33	 	525000	                                                              
2009 02 20	10.42	 	519000	                                                              
2009 02 21	10.67	 	517000	                                                              
2009 02 22	10.91	 	560000	                                                              
2009 02 23	11.15	 	561000	                                                              
2009 02 24	11.28	 	558000	                                                              
2009 02 25	11.49	 	560000	                                                              
2009 02 26	11.72	 	558000	                                                              
2009 02 27	11.84	 	573000	                                                              
2009 02 28	11.76	 	614000	                                                              
2009 03 01	11.31	 	630000	                                                              
2009 03 02	11.18	 	582000	                                                              
2009 03 03	11.05	 	552000	                                                              
2009 03 04	10.96	 	519000	                                                              
2009 03 05	10.82	 	496000	                                                              
2009 03 06	10.66	 	490000	                                                              
2009 03 07	10.65	 	478000	                                                              
2009 03 08	10.71	 	493000	                                                              
2009 03 09	10.67	 	487000	                                                              
2009 03 10	10.64	 	484000	                                                              
2009 03 11	10.57	 	480000	                                                              
2009 03 12	10.44	 	479000	                                                              
2009 03 13	10.46	 	469000	                                                              
2009 03 14	10.50	 	466000	                                                              
2009 03 15	10.51	 	480000	                                                              
2009 03 16	10.63	 	484000	                                                              
2009 03 17	10.66	 	489000	                                                              
2009 03 18	10.85	 	492000	                                                              
2009 03 19	11.00	 	514000	                                                              
2009 03 20	11.14	 	534000	                                                              
2009 03 21	11.33	 	526000	                                                              
2009 03 22	11.52	 	531000	                                                              
2009 03 23	11.82	 	544000	                                                              
2009 03 24	12.25	 	554000	                                                              
2009 03 25	12.55	 	577000	                                                              
2009 03 26	12.81	 	570000	                                                              
2009 03 27	13.44	 	598000	                                                              
2009 03 28	13.79	 	701000	                                                              
2009 03 29	13.40	 	709000	                                                              
2009 03 30	13.51	 	665000	                                                              
2009 03 31	13.56	 	682000	                                                              
2009 04 01	13.61	 	689000	                                                              
2009 04 02	13.84	 	680000	                                                              
2009 04 03	13.54	 	688000	                                                              
2009 04 04	13.57	 	651000	                                                              
2009 04 05	13.65	 	676000	                                                              
2009 04 06	13.45	 	726000	                                                              
2009 04 07	13.53	 	712000	                                                              
2009 04 08	13.76	 	686000	                                                              
2009 04 09	13.96	 	682000	                                                              
2009 04 10	14.24	 	697000	                                                              
2009 04 11	14.13	 	722000	                                                              
2009 04 12	14.46	 	687000	                                                              
2009 04 13	14.49	 	745000	                                                              
2009 04 14	14.44	 	778000	                                                              
2009 04 15	14.45	 	735000	                                                              
2009 04 16	14.43	 	719000	                                                              
2009 04 17	14.60	 	708000	                                                              
2009 04 18	14.65	 	721000	                                                              
2009 04 19	14.67	 	753000	                                                              
2009 04 20	14.45	 	787000	                                                              
2009 04 21	14.43	 	767000	                                                              
2009 04 22	14.35	 	741000	                                                              
2009 04 23	14.26	 	761000	                                                              
2009 04 24	14.37	 	747000	                                                              
2009 04 25	14.39	 	745000	                                                              
2009 04 26	14.48	 	726000	                                                              
2009 04 27	14.56	 	725000	                                                              
2009 04 28	14.47	 	735000	                                                              
2009 04 29	14.37	 	733000	                                                              
2009 04 30	14.42	 	718000	                                                              
2009 05 01	14.28	 	725000	                                                              
2009 05 02	14.25	 	710000	                                                              
2009 05 03	14.32	 	707000	                                                              
2009 05 04	14.24	 	721000	                                                              
2009 05 05	14.13	 	715000	                                                              
2009 05 06	14.25	 	712000	                                                              
2009 05 07	14.26	 	732000	                                                              
2009 05 08	14.41	 	746000	                                                              
2009 05 09	14.56	 	772000	                                                              
2009 05 10	14.63	 	799000	                                                              
2009 05 11	14.77	 	807000	                                                              
2009 05 12	15.00	 	844000	                                                              
2009 05 13	15.24	 	849000	                                                              
2009 05 14	15.44	 	874000	                                                              
2009 05 15	15.60	 	887000	                                                              
2009 05 16	15.83	 	932000	                                                              
2009 05 17	16.09	 	984000	                                                              
2009 05 18	16.35	 	1010000	                                                              
2009 05 19	16.68	 	1010000	                                                              
2009 05 20	16.79	 	1020000	                                                              
2009 05 21	17.04	 	1030000	                                                              
2009 05 22	17.28	 	1040000	                                                              
2009 05 23	17.42	 	1090000	                                                              
2009 05 24	17.40	 	1040000	                                                              
2009 05 25	17.36	 	1070000	                                                              
2009 05 26	17.32	 	1060000	                                                              
2009 05 27	17.31	 	1040000	                                                              
2009 05 28	17.37	 	1070000	                                                              
2009 05 29	17.44	 	1120000	                                                              
2009 05 30	17.54	 	1090000	                                                              
2009 05 31	17.58	 	1070000	                                                              
2009 06 01	17.59	 	1060000	                                                              
2009 06 02	17.57	 	1070000	                                                              
2009 06 03	17.50	 	1060000	                                                              
2009 06 04	17.39	 	1090000	                                                              
2009 06 05	17.24	 	1100000	                                                              
2009 06 06	17.18	 	1010000	                                                              
2009 06 07	17.04	 	992000	                                                              
2009 06 08	16.87	 	982000	                                                              
2009 06 09	16.67	 	961000	                                                              
2009 06 10	16.43	 	937000	                                                              
2009 06 11	16.25	 	919000	                                                              
2009 06 12	15.97	 	891000	                                                              
2009 06 13	15.71	 	856000	                                                              
2009 06 14	15.46	 	850000	                                                              
2009 06 15	15.24	 	819000	                                                              
2009 06 16	15.00	 	790000	                                                              
2009 06 17	14.71	 	747000	                                                              
2009 06 18	14.48	 	721000	                                                              
2009 06 19	14.34	 	701000	                                                              
2009 06 20	14.19	 	681000	                                                              
2009 06 21	14.07	 	672000	                                                              
2009 06 22	13.99	 	665000	                                                              
2009 06 23	13.92	 	664000	                                                              
2009 06 24	13.87	 	660000	                                                              
2009 06 25	13.89	 	642000	                                                              
2009 06 26	13.90	 	643000	                                                              
2009 06 27	13.84	 	639000	                                                              
2009 06 28	13.72	 	638000	                                                              
2009 06 29	13.70	 	649000	                                                              
2009 06 30	13.70	 	637000	                                                              
2009 07 01	13.66	 	633000	                                                              
2009 07 02	13.56	 	638000	                                                              
2009 07 03	13.36	 	631000	                                                              
2009 07 04	13.22	 	616000	                                                              
2009 07 05	13.11	 	606000	                                                              
2009 07 06	12.84	 	596000	                                                              
2009 07 07	12.54	 	579000	                                                              
2009 07 08	12.08	 	553000	                                                              
2009 07 09	11.59	 	528000	                                                              
2009 07 10	11.07	 	504000	                                                              
2009 07 11	10.57	 	488000	                                                              
2009 07 12	10.15	 	474000	                                                              
2009 07 13	9.89	 	482000	                                                              
2009 07 14	9.71	 	467000	                                                              
2009 07 15	9.48	 	454000	                                                              
2009 07 16	9.39	 	439000	                                                              
2009 07 17	9.31	 	435000	                                                              
2009 07 18	9.15	 	415000	                                                              
2009 07 19	9.12	 	398000	                                                              
2009 07 20	9.12	 	384000	                                                              
2009 07 21	9.16	 	377000	                                                              
2009 07 22	9.08	 	383000	                                                              
2009 07 23	8.95	 	393000	                                                              
2009 07 24	9.01	 	391000	                                                              
2009 07 25	9.01	 	385000	                                                              
2009 07 26	9.03	 	407000	                                                              
2009 07 27	8.97	 	398000	                                                              
2009 07 28	9.03	 	395000	                                                              
2009 07 29	9.05	 	392000	                                                              
2009 07 30	9.03	 	388000	                                                              
2009 07 31	9.05	 	394000	                                                              
2009 08 01	9.08	 	386000	                                                              
2009 08 02	9.18	 	402000	                                                              
2009 08 03	9.30	 	402000	                                                              
2009 08 04	9.41	 	413000	                                                              
2009 08 05	9.50	 	416000	                                                              
2009 08 06	9.59	 	446000	                                                              
2009 08 07	9.69	 	443000	                                                              
2009 08 08	9.84	 	457000	                                                              
2009 08 09	9.96	 	455000	                                                              
2009 08 10	10.07	 	473000	                                                              
2009 08 11	10.15	 	481000	                                                              
2009 08 12	10.19	 	495000	                                                              
2009 08 13	10.16	 	479000	                                                              
2009 08 14	10.18	 	474000	                                                              
2009 08 15	10.32	 	471000	                                                              
2009 08 16	10.38	 	456000	                                                              
2009 08 17	10.35	 	447000	                                                              
2009 08 18	10.05	 	426000	                                                              
2009 08 19	9.89	 	409000	                                                              
2009 08 20	9.75	 	389000	                                                              
2009 08 21	9.48	 	374000	                                                              
2009 08 22	9.26	 	364000	                                                              
2009 08 23	9.09	 	353000	                                                              
2009 08 24	9.08	 	349000	                                                              
2009 08 25	8.99	 	340000	                                                              
2009 08 26	8.93	 	338000	                                                              
2009 08 27	9.10	 	326000	                                                              
2009 08 28	9.17	 	317000	                                                              
2009 08 29	9.16	 	318000	                                                              
2009 08 30	9.10	 	330000	                                                              
2009 08 31	9.02	 	333000	                                                              
2009 09 01	9.00	 	336000	                                                              
2009 09 02	9.14	 	339000	                                                              
2009 09 03	9.27	 	325000	                                                              
2009 09 04	9.33	 	309000	                                                              
2009 09 05	9.23	 	300000	                                                              
2009 09 06	9.05	 	299000	                                                              
2009 09 07	8.87	 	287000	                                                              
2009 09 08	8.98	 	284000	                                                              
2009 09 09	9.02	 	302000	                                                              
2009 09 10	9.14	 	297000	                                                              
2009 09 11	9.30	 	305000	                                                              
2009 09 12	9.62	 	309000	                                                              
2009 09 13	9.60	 	316000	                                                              
2009 09 14	9.70	 	311000	                                                              
2009 09 15	9.50	 	312000	                                                              
2009 09 16	9.45	 	295000	                                                              
2009 09 17	9.31	 	306000	                                                              
2009 09 18	9.28	 	308000	                                                              
2009 09 19	9.25	 	309000	                                                              
2009 09 20	9.21	 	316000	                                                              
2009 09 21	9.28	 	329000	                                                              
2009 09 22	9.53	 	343000	                                                              
2009 09 23	9.70	 	353000	                                                              
2009 09 24	9.81	 	363000	                                                              
2009 09 25	9.89	 	374000	                                                              
2009 09 26	9.85	 	379000	                                                              
2009 09 27	9.84	 	386000	                                                              
2009 09 28	9.87	 	421000	                                                              
2009 09 29	9.92	 	414000	                                                              
2009 09 30	10.00	 	415000	                                                              
2009 10 01	10.00	 	421000	                                                              
2009 10 02	10.14	 	426000	                                                              
2009 10 03	10.09	 	416000	                                                              
2009 10 04	10.29	 	414000	                                                              
2009 10 05	10.23	 	425000	                                                              
2009 10 06	10.27	 	433000	                                                              
2009 10 07	10.42	 	461000	                                                              
2009 10 08	10.48	 	471000	                                                              
2009 10 09	10.69	 	487000	                                                              
2009 10 10	10.54	 	512000	                                                              
2009 10 11	10.63	 	500000	                                                              
2009 10 12	10.52	 	486000	                                                              
2009 10 13	10.43	 	486000	                                                              
2009 10 14	10.56	 	488000	                                                              
2009 10 15	10.94	 	513000	                                                              
2009 10 16	11.48	 	593000	                                                              
2009 10 17	12.01	 	642000	                                                              
2009 10 18	12.51	 	683000	                                                              
2009 10 19	13.02	 	719000	                                                              
2009 10 20	13.49	 	760000	                                                              
2009 10 21	14.19	 	771000	                                                              
2009 10 22	14.73	 	769000	                                                              
2009 10 23	14.74	 	835000	                                                              
2009 10 24	14.57	 	821000	                                                              
2009 10 25	14.63	 	778000	                                                              
2009 10 26	14.49	 	761000	                                                              
2009 10 27	14.59	 	755000	                                                              
2009 10 28	14.54	 	734000	                                                              
2009 10 29	14.67	 	711000	                                                              
2009 10 30	14.69	 	720000	                                                              
2009 10 31	14.47	 	763000	                                                              
2009 11 01	14.52	 	748000	                                                              
2009 11 02	14.64	 	755000	                                                              
2009 11 03	14.74	 	780000	                                                              
2009 11 04	14.95	 	806000	                                                              
2009 11 05	15.20	 	819000	                                                              
2009 11 06	15.36	 	842000	                                                              
2009 11 07	15.51	 	870000	                                                              
2009 11 08	15.77	 	883000	                                                              
2009 11 09	16.87	 	872000	                                                              
2009 11 10	16.81	 	1030000	                                                              
2009 11 11	16.09	 	1030000	                                                              
2009 11 12	16.04	 	1000000	                                                              
2009 11 13	16.02	 	935000	                                                              
2009 11 14	15.97	 	941000	                                                              
2009 11 15	15.95	 	946000	                                                              
2009 11 16	15.86	 	925000	                                                              
2009 11 17	15.72	 	1010000	                                                              
2009 11 18	15.72	 	925000	                                                              
2009 11 19	15.64	 	888000	                                                              
2009 11 20	15.52	 	889000	                                                              
2009 11 21	15.45	 	864000	                                                              
2009 11 22	15.30	 	872000	                                                              
2009 11 23	14.98	 	816000	                                                              
2009 11 24	14.79	 	784000	                                                              
2009 11 25	14.65	 	813000	                                                              
2009 11 26	14.51	 	792000	                                                              
2009 11 27	14.31	 	752000	                                                              
2009 11 28	14.30	 	718000	                                                              
2009 11 29	14.32	 	710000	                                                              
2009 11 30	14.28	 	735000	                                                              
2009 12 01	14.50	 	707000	                                                              
2009 12 02	14.65	 	743000	                                                              
2009 12 03	13.98	 	718000	                                                              
2009 12 04	13.80	 	677000	                                                              
2009 12 05	13.50	 	657000	                                                              
2009 12 06	13.18	 	597000	                                                              
2009 12 07	13.01	 	572000	                                                              
2009 12 08	13.13	 	565000	                                                              
2009 12 09	12.76	 	591000	                                                              
2009 12 10	12.59	 	569000	                                                              
2009 12 11	12.66	 	547000	                                                              
2009 12 12	12.77	 	558000	                                                              
2009 12 13	12.69	 	574000	                                                              
2009 12 14	12.67	 	571000	                                                              
2009 12 15	12.84	 	613000	                                                              
2009 12 16	13.17	 	634000	                                                              
2009 12 17	13.55	 	641000	                                                              
2009 12 18	14.10	 	717000	                                                              
2009 12 19	13.83	 	733000	                                                              
2009 12 20	13.84	 	712000	                                                              
2009 12 21	13.93	 	701000	                                                              
2009 12 22	14.25	 	703000	                                                              
2009 12 23	14.54	 	704000	                                                              
2009 12 24	14.98	 	722000	                                                              
2009 12 25	14.61	 	796000	                                                              
2009 12 26	14.53	 	731000	                                                              
2009 12 27	14.45	 	770000	                                                              
2009 12 28	14.33	 	761000	                                                              
2009 12 29	14.48	 	751000	                                                              
2009 12 30	14.67	 	751000	                                                              
2009 12 31	14.85	 	805000	                                                              
2010 01 01	14.85	 	848000	                                                              
2010 01 02	14.95	 	838000	                                                              
2010 01 03	14.99	 	858000	                                                              
2010 01 04	14.98	 	915000	                                                              
2010 01 05	14.93	 	919000	                                                              
2010 01 06	14.99	 	859000	                                                              
2010 01 07	15.09	 	907000	                                                              
2010 01 08	15.03	 	981000	                                                              
2010 01 09	15.00	 	982000	                                                              
2010 01 10	14.83	 	954000	                                                              
2010 01 11	14.61	 	863000	                                                              
2010 01 12	14.33	 	872000	                                                              
2010 01 13	14.11	 	801000	                                                              
2010 01 14	13.91	 	733000	                                                              
2010 01 15	13.85	 	670000	                                                              
2010 01 16	14.05	 	648000	                                                              
2010 01 17	13.30	 	668000	                                                              
2010 01 18	12.68	 	590000	                                                              
2010 01 19	12.30	 	562000	                                                              
2010 01 20	12.12	 	524000	                                                              
2010 01 21	12.02	 	522000	                                                              
2010 01 22	11.71	 	517000	                                                              
2010 01 23	11.81	 	485000	                                                              
2010 01 24	11.92	 	525000	                                                              
2010 01 25	11.62	 	553000	                                                              
2010 01 26	11.60	 	542000	                                                              
2010 01 27	11.83	 	536000	                                                              
2010 01 28	12.24	 	567000	                                                              
2010 01 29	12.94	 	596000	                                                              
2010 01 30	13.17	 	734000	                                                              
2010 01 31	13.69	 	722000	                                                              
2010 02 01	14.14	 	738000	                                                              
2010 02 02	14.43	 	822000	                                                              
2010 02 03	14.69	 	812000	                                                              
2010 02 04	15.06	 	843000	                                                              
2010 02 05	15.28	 	945000	                                                              
2010 02 06	15.12	 	975000	                                                              
2010 02 07	15.24	 	954000	                                                              
2010 02 08	15.51	 	883000	                                                              
2010 02 09	15.53	 	1050000	                                                              
2010 02 10	15.51	 	1040000	                                                              
2010 02 11	15.70	 	993000	                                                              
2010 02 12	15.98	 	1080000	                                                              
2010 02 13	15.97	 	1040000	                                                              
2010 02 14	15.94	 	974000	                                                              
2010 02 15	15.86	 	1120000	                                                              
2010 02 16	15.88	 	1080000	                                                              
2010 02 17	15.84	 	1070000	                                                              
2010 02 18	15.76	 	988000	                                                              
2010 02 19	15.80	 	988000	                                                              
2010 02 20	15.79	 	953000	                                                              
2010 02 21	15.79	 	923000	                                                              
2010 02 22	15.68	 	997000	                                                              
2010 02 23	15.50	 	1020000	                                                              
2010 02 24	15.23	 	1020000	                                                              
2010 02 25	14.99	 	926000	                                                              
2010 02 26	14.82	 	863000	                                                              
2010 02 27	14.58	 	914000	                                                              
2010 02 28	14.32	 	808000	                                                              
2010 03 01	14.23	 	778000	                                                              
2010 03 02	14.16	 	850000	                                                              
2010 03 03	13.86	 	808000	                                                              
2010 03 04	13.82	 	760000	                                                              
2010 03 05	13.72	 	762000	                                                              
2010 03 06	13.65	 	729000	                                                              
2010 03 07	13.63	 	693000	                                                              
2010 03 08	13.57	 	659000	                                                              
2010 03 09	13.62	 	625000	                                                              
2010 03 10	13.50	 	605000	                                                              
2010 03 11	13.32	 	600000	                                                              
2010 03 12	12.99	 	633000	                                                              
2010 03 13	12.49	 	601000	                                                              
2010 03 14	12.14	 	568000	                                                              
2010 03 15	11.80	 	566000	                                                              
2010 03 16	11.67	 	557000	                                                              
2010 03 17	11.63	 	548000	                                                              
2010 03 18	11.58	 	544000	                                                              
2010 03 19	11.74	 	524000	                                                              
2010 03 20	12.06	 	532000	                                                              
2010 03 21	12.34	 	636000	                                                              
2010 03 22	12.28	 	644000	                                                              
2010 03 23	12.64	 	604000	                                                              
2010 03 24	13.05	 	627000	                                                              
2010 03 25	13.51	 	678000	                                                              
2010 03 26	13.68	 	730000	                                                              
2010 03 27	14.09	 	658000	                                                              
2010 03 28	14.23	 	776000	                                                              
2010 03 29	14.35	 	797000	                                                              
2010 03 30	14.49	 	739000	                                                              
2010 03 31	14.51	 	759000	                                                              
2010 04 01	14.67	 	771000	                                                              
2010 04 02	14.91	 	773000	                                                              
2010 04 03	14.97	 	824000	                                                              
2010 04 04	15.04	 	820000	                                                              
2010 04 05	15.05	 	832000	                                                              
2010 04 06	15.07	 	834000	                                                              
2010 04 07	15.13	 	830000	                                                              
2010 04 08	15.06	 	916000	                                                              
2010 04 09	15.09	 	866000	                                                              
2010 04 10	15.07	 	842000	                                                              
2010 04 11	15.01	 	851000	                                                              
2010 04 12	15.01	 	839000	                                                              
2010 04 13	15.07	 	821000	                                                              
2010 04 14	15.10	 	816000	                                                              
2010 04 15	15.10	 	799000	                                                              
2010 04 16	14.93	 	794000	                                                              
2010 04 17	14.72	 	774000	                                                              
2010 04 18	14.57	 	787000	                                                              
2010 04 19	14.42	 	776000	                                                              
2010 04 20	14.23	 	741000	                                                              
2010 04 21	14.02	 	696000	                                                              
2010 04 22	13.84	 	650000	                                                              
2010 04 23	13.77	 	616000	                                                              
2010 04 24	13.75	 	595000	                                                              
2010 04 25	13.17	 	609000	                                                              
2010 04 26	12.62	 	587000	                                                              
2010 04 27	12.11	 	554000	                                                              
2010 04 28	11.67	 	507000	                                                              
2010 04 29	11.51	 	486000	                                                              
2010 04 30	11.47	 	477000	                                                              
2010 05 01	11.39	 	463000	                                                              
2010 05 02	11.28	 	469000	                                                              
2010 05 03	10.90	 	459000	                                                              
2010 05 04	10.90	 	472000	                                                              
2010 05 05	11.15	 	487000	                                                              
2010 05 06	11.42	 	501000	                                                              
2010 05 07	11.71	 	532000	                                                              
2010 05 08	11.85	 	594000	                                                              
2010 05 09	12.34	 	608000	                                                              
2010 05 10	12.71	 	635000	                                                              
2010 05 11	13.09	 	656000	                                                              
2010 05 12	13.47	 	657000	                                                              
2010 05 13	13.92	 	670000	                                                              
2010 05 14	14.24	 	686000	                                                              
2010 05 15	14.57	 	721000	                                                              
2010 05 16	14.84	 	739000	                                                              
2010 05 17	14.91	 	754000	                                                              
2010 05 18	15.06	 	769000	                                                              
2010 05 19	15.11	 	776000	                                                              
2010 05 20	15.21	 	777000	                                                              
2010 05 21	15.28	 	799000	                                                              
2010 05 22	15.40	 	814000	                                                              
